1.000000,0.552104,0.178896
2.000000,0.181517,0.166237
3.000000,0.166867,0.163810
4.000000,0.163670,0.162846
5.000000,0.162444,0.161735
6.000000,0.161546,0.161327
7.000000,0.160959,0.161232
8.000000,0.160410,0.160874
9.000000,0.159975,0.160507
10.000000,0.159563,0.160382
11.000000,0.158914,0.160151
12.000000,0.158233,0.159221
13.000000,0.157483,0.159654
14.000000,0.156627,0.158780
15.000000,0.156047,0.159221
16.000000,0.155617,0.159724
17.000000,0.155118,0.159450
18.000000,0.154682,0.159550
19.000000,0.154442,0.159437
20.000000,0.153979,0.158612
21.000000,0.153659,0.159732
22.000000,0.153045,0.159926
23.000000,0.152405,0.160034
24.000000,0.151654,0.158155
25.000000,0.150795,0.162815
26.000000,0.149503,0.158508
27.000000,0.148096,0.164579
28.000000,0.146082,0.162776
29.000000,0.144420,0.157009
30.000000,0.142905,0.156787
31.000000,0.141163,0.158751
32.000000,0.139806,0.158244
33.000000,0.138169,0.157025
34.000000,0.137054,0.162834
35.000000,0.135290,0.151031
36.000000,0.134425,0.157536
37.000000,0.133200,0.162275
38.000000,0.132069,0.159166
39.000000,0.130682,0.154703
40.000000,0.130283,0.149215
41.000000,0.129050,0.154464
42.000000,0.127969,0.153379
43.000000,0.127417,0.148090
44.000000,0.126689,0.152422
45.000000,0.125930,0.154400
46.000000,0.125322,0.147000
47.000000,0.124573,0.143400
48.000000,0.123958,0.147988
49.000000,0.123480,0.149459
50.000000,0.122714,0.146429
51.000000,0.122440,0.148202
52.000000,0.121663,0.139244
53.000000,0.121209,0.152287
54.000000,0.120468,0.136280
55.000000,0.120070,0.151821
56.000000,0.119636,0.142888
57.000000,0.119208,0.144084
58.000000,0.118805,0.144555
59.000000,0.117888,0.142697
60.000000,0.118204,0.141856
61.000000,0.117501,0.144755
62.000000,0.117023,0.143425
63.000000,0.116827,0.142232
64.000000,0.116105,0.143555
65.000000,0.116254,0.136305
66.000000,0.115396,0.138193
67.000000,0.115203,0.134461
68.000000,0.114746,0.133682
69.000000,0.114194,0.133266
70.000000,0.113847,0.133306
71.000000,0.113630,0.132943
72.000000,0.112865,0.137538
73.000000,0.112520,0.135201
74.000000,0.112312,0.133830
75.000000,0.111838,0.131701
76.000000,0.111572,0.133274
77.000000,0.111285,0.135444
78.000000,0.111346,0.125351
79.000000,0.110736,0.125997
80.000000,0.110184,0.135306
81.000000,0.109541,0.133336
82.000000,0.109892,0.130744
83.000000,0.109218,0.125228
84.000000,0.109341,0.124276
85.000000,0.108552,0.135972
86.000000,0.108259,0.130948
87.000000,0.107986,0.128559
88.000000,0.107810,0.128550
89.000000,0.107663,0.135419
90.000000,0.107331,0.141801
91.000000,0.107084,0.123649
92.000000,0.106617,0.122169
93.000000,0.106044,0.124892
94.000000,0.106155,0.140878
95.000000,0.105567,0.123113
96.000000,0.105341,0.125960
97.000000,0.105033,0.120114
98.000000,0.104534,0.126976
99.000000,0.105007,0.125732
100.000000,0.104477,0.129934
101.000000,0.104518,0.116342
102.000000,0.104182,0.122000
103.000000,0.103960,0.130141
104.000000,0.103762,0.150733
105.000000,0.103220,0.142901
106.000000,0.103388,0.115650
107.000000,0.103062,0.123463
108.000000,0.102880,0.139808
109.000000,0.102577,0.125272
110.000000,0.102092,0.156389
111.000000,0.102222,0.124380
112.000000,0.101699,0.122658
113.000000,0.101528,0.124619
114.000000,0.101543,0.118813
115.000000,0.101242,0.131764
116.000000,0.101471,0.129495
117.000000,0.100530,0.122737
118.000000,0.100752,0.124356
119.000000,0.100500,0.127135
120.000000,0.099995,0.131156
121.000000,0.100246,0.122562
122.000000,0.099937,0.132201
123.000000,0.099857,0.136875
124.000000,0.099350,0.117699
125.000000,0.099242,0.131731
126.000000,0.099056,0.118358
127.000000,0.099100,0.134637
128.000000,0.098918,0.134693
129.000000,0.098812,0.124495
130.000000,0.098648,0.125526
131.000000,0.098122,0.121130
132.000000,0.098078,0.121020
133.000000,0.097875,0.116439
134.000000,0.097845,0.127216
135.000000,0.097621,0.128280
136.000000,0.097684,0.137574
