1.000000,0.278346,0.234807
2.000000,0.165480,0.232009
3.000000,0.163743,0.209738
4.000000,0.162108,0.218690
5.000000,0.160997,0.228193
6.000000,0.159982,0.253901
7.000000,0.159787,0.248324
8.000000,0.158610,0.233023
9.000000,0.158226,0.237288
10.000000,0.157393,0.225949
11.000000,0.156798,0.261139
12.000000,0.155558,0.213661
13.000000,0.153668,0.207080
14.000000,0.152209,0.210419
15.000000,0.150365,0.207267
16.000000,0.149140,0.216012
17.000000,0.148214,0.242990
18.000000,0.147384,0.261551
19.000000,0.146276,0.204190
20.000000,0.145219,0.221123
21.000000,0.143904,0.210742
22.000000,0.142867,0.210369
23.000000,0.141881,0.179212
24.000000,0.140278,0.191630
25.000000,0.138894,0.176214
26.000000,0.137768,0.195986
27.000000,0.136890,0.165443
28.000000,0.136051,0.167158
29.000000,0.134741,0.174711
30.000000,0.133544,0.180736
31.000000,0.132980,0.163521
32.000000,0.131874,0.167115
33.000000,0.130474,0.174463
34.000000,0.129252,0.174595
35.000000,0.128523,0.161934
36.000000,0.127474,0.173515
37.000000,0.126902,0.151028
38.000000,0.126008,0.149832
39.000000,0.125055,0.151860
40.000000,0.124494,0.151947
41.000000,0.123902,0.156162
42.000000,0.122787,0.149407
43.000000,0.122193,0.157444
44.000000,0.120821,0.154349
45.000000,0.120070,0.156298
46.000000,0.119181,0.148987
47.000000,0.118961,0.148474
48.000000,0.118097,0.153922
49.000000,0.117006,0.147215
50.000000,0.116246,0.148121
51.000000,0.115336,0.138208
52.000000,0.115142,0.135811
53.000000,0.113774,0.136136
54.000000,0.112810,0.142061
55.000000,0.112489,0.133079
56.000000,0.111919,0.133820
57.000000,0.111551,0.127711
58.000000,0.110473,0.140112
59.000000,0.110292,0.135932
60.000000,0.108739,0.129768
61.000000,0.108874,0.134288
62.000000,0.108297,0.126799
63.000000,0.107373,0.124589
64.000000,0.106663,0.128654
65.000000,0.106433,0.133296
66.000000,0.105698,0.130387
67.000000,0.105714,0.130193
68.000000,0.104451,0.123654
69.000000,0.103779,0.125014
70.000000,0.102782,0.123663
71.000000,0.102703,0.131003
72.000000,0.102373,0.126749
73.000000,0.102097,0.130562
74.000000,0.101546,0.124467
75.000000,0.101087,0.120789
76.000000,0.100872,0.122056
77.000000,0.099602,0.124307
78.000000,0.099397,0.124436
79.000000,0.098719,0.117285
80.000000,0.098459,0.130811
81.000000,0.098087,0.126989
82.000000,0.097108,0.122020
83.000000,0.096922,0.117361
84.000000,0.096346,0.112758
85.000000,0.095720,0.115329
86.000000,0.095584,0.119732
87.000000,0.095407,0.122503
88.000000,0.094941,0.132802
89.000000,0.094232,0.125104
90.000000,0.094033,0.134562
91.000000,0.093248,0.131425
92.000000,0.093141,0.127962
93.000000,0.092511,0.125768
94.000000,0.092196,0.114617
95.000000,0.091798,0.117590
96.000000,0.091263,0.118153
97.000000,0.090698,0.115011
98.000000,0.090496,0.115452
99.000000,0.090008,0.122203
100.000000,0.089985,0.122128
101.000000,0.089533,0.118678
102.000000,0.088764,0.117019
103.000000,0.088168,0.118618
104.000000,0.088080,0.126068
105.000000,0.088008,0.139094
106.000000,0.087423,0.128476
107.000000,0.087286,0.117717
108.000000,0.086435,0.116759
109.000000,0.086031,0.115201
110.000000,0.085951,0.116420
111.000000,0.085401,0.118449
112.000000,0.085386,0.119423
113.000000,0.084818,0.127428
114.000000,0.084325,0.114794
